adjective,posneg,panasnum,images,key,corrAnsw,condFile,condFileIm,cueFile,cueFileIm,recogFile,recogFileIm,cues,CORRanswer,trialtype,valArous,block,image,ValArous,Panas_routine.thisRepN,Panas_routine.thisTrialN,Panas_routine.thisN,Panas_routine.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,skip_routine.thisRepN,skip_routine.thisTrialN,skip_routine.thisN,skip_routine.thisIndex,illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Group.thisRepN,Group.thisTrialN,Group.thisN,Group.thisIndex,loop_cues.thisRepN,loop_cues.thisTrialN,loop_cues.thisN,loop_cues.thisIndex,loop_cues2.thisRepN,loop_cues2.thisTrialN,loop_cues2.thisN,loop_cues2.thisIndex,instruction_wordfirst.thisRepN,instruction_wordfirst.thisTrialN,instruction_wordfirst.thisN,instruction_wordfirst.thisIndex,instruction_image_first.thisRepN,instruction_image_first.thisTrialN,instruction_image_first.thisN,instruction_image_first.thisIndex,PM_task_loop.thisRepN,PM_task_loop.thisTrialN,PM_task_loop.thisN,PM_task_loop.thisIndex,recog_task_loop.thisRepN,recog_task_loop.thisTrialN,recog_task_loop.thisN,recog_task_loop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,finalLoop.thisRepN,finalLoop.thisTrialN,finalLoop.thisN,finalLoop.thisIndex,rating.response,rating.rt,key_resp_6.keys,key_resp_6.rt,key_resp_6.corr,key_resp_6.rtFirst,key_resp_4.keys,key_resp_4.rt,key_resp_7.keys,key_resp_7.rt,key_resp_PM.keys,key_resp_PM.rt,key_resp_PM.rtFirst,key_resp_PM.corr,key_resp_PM.lenient,key_resp_18.keys,key_resp_18.corr,key_resp_18.rt,participant,Group,session,date,expName,psychopyVersion,frameRate,
,,,Pictures/5920.jpg,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/2211.jpg,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/9909.jpg,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,None,h,6,NegH1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,0,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/6415.jpg,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,127,127,127,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/1122.jpg,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,128,128,128,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/6415.jpg,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,None,d,1,Hit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/9342.jpg,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/2650.jpg,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,131,131,131,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,l,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/5395.jpg,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,l,1,8.990186680632178,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,d,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/2151.jpg,PosL2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,l,0,1.0341480758506805,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,l,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/1460.jpg,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,l,1,0.715239089448005,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,d,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/7042.jpg,NeuL2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,l,0,1.3876500086626038,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,d,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/8192.jpg,NeuH2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,l,0,0.8181782496976666,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,l,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/9400.jpg,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,l,1,1.6768948950921185,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,d,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/9909.jpg,NegH2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,l,0,1.0482542247045785,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,l,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/2456.jpg,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,l,1,1.4880627369857393,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,d,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/7405.jpg,PosH2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,d,1,1.6485762153752148,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,l,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/7650.jpg,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,l,1,0.8379988793167286,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,l,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/5920.jpg,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,l,1,0.8945565943722613,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,d,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,,,,,Pictures/2301.jpg,NegL1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,l,0,0.7756322479690425,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/2230.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/6900.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/4625.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/3550.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/5594.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/2722.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/3550.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/2230.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/5594.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/6900.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/2722.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/4625.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/2332.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/2230.jpg,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/9331.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/4625.jpg,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/2487.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/5594.jpg,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/9331.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/6900.jpg,d,1,Hit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,['h'],[0.7109422777430154],0.7109422777430154,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/5450.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/2722.jpg,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/8490.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,Pictures/3550.jpg,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/5450.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,d,1,Hit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/8080.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/2260.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/8080.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,d,1,Hit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/2230.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,h,3,NeuL2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,['d'],[0.42767412948887795],0.42767412948887795,0,0,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/1726.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/9220.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/2683.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/9220.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,d,1,Hit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/8001.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/1230.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/8001.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,d,1,Hit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/7640.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/3211.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/1500.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/4625.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,h,7,PosH2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,0,,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/1500.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,d,1,Hit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
,,,Pictures/2446.jpg,,,PM_list_2.xlsx,PM_images_list_2.xlsx,cue words2.xlsx,cue images2.xlsx,recog_task2.xlsx,recog_task_images2.xlsx,None,l,0,NoHit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,None,[],,0,[],,,,99,A,1,2019_Jun_29_1359,PM,3.0.6,60.03323008556002,
